,WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,APPROXIMATE LATITUDE,APPROXIMATE LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES,YEAR,STATION,LATITUDE,LONGITUDE,ELEVATION,PRCP,TAVG,TMAX,TMIN
21,3010037-020,,PFTRIDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
22,3010037-020,,PFNA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
23,3010037-020,,PFUNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
24,3010037-020,,PFHA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
25,3010037-020,,PFHXSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
26,3010037-020,,PFNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
27,3010037-020,,PFTEDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
28,3010037-020,0.0244,PFOA,2018-02-05,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
29,3010037-020,,PFOS,2018-02-05,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
30,3010037-020,,PFOS,2018-07-11,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
31,3010037-020,0.0231,PFOA,2018-07-11,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,480.0,186.0,DHS,3010037-020,WELL 19,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
0,3010037-004,,PFOS,2018-02-05,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
1,3010037-004,0.0249,PFOA,2018-02-05,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
2,3010037-004,0.0206,PFOA,2018-08-20,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,87.0,71.0
3,3010037-004,,PFOS,2018-08-20,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,87.0,71.0
4,3010037-004,,PFTEDA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
5,3010037-004,,PFBSA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
6,3010037-004,,PFHA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
7,3010037-004,,PFNA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
8,3010037-004,0.0189,PFOA,2019-05-23,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
9,3010037-004,,PFTRIDA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
10,3010037-004,,PFUNDCA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
11,3010037-004,,PFHXSA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
12,3010037-004,,PFDOA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
13,3010037-004,,PFOS,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
14,3010037-004,,PFHPA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
15,3010037-004,,PFNDCA,2019-05-23,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2019,USC00040192,33.8647,-117.8425,71.6,0.05,,66.0,55.0
16,3010037-004,0.0245,PFOA,2017-10-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
17,3010037-004,,PFOS,2017-10-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
18,3010037-004,0.0295,PFOA,2018-04-25,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
19,3010037-004,,PFOS,2018-04-25,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-004,WELL 07,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
0,3010037-008,0.027999999999999997,PFOA,2017-10-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
1,3010037-008,,PFOS,2017-10-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
2,3010037-008,,PFHA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
3,3010037-008,,PFDOA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
4,3010037-008,,PFNA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
5,3010037-008,,PFNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
6,3010037-008,,PFOS,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
7,3010037-008,,PFTRIDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
8,3010037-008,,PFBSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
9,3010037-008,0.0214,PFOA,2019-05-08,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
10,3010037-008,,PFHXSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
11,3010037-008,,PFHPA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
12,3010037-008,,PFTEDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
13,3010037-008,,PFUNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
14,3010037-008,,PFTRIDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
15,3010037-008,,PFNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
16,3010037-008,0.021,PFOA,2019-04-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
17,3010037-008,,PFHXSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
18,3010037-008,,PFTEDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
19,3010037-008,,PFUNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
20,3010037-008,,PFNA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
21,3010037-008,,PFDOA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
22,3010037-008,,PFHA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
23,3010037-008,,PFHPA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
24,3010037-008,,PFBSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
25,3010037-008,,PFOS,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
26,3010037-008,0.0284,PFOA,2018-02-05,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
27,3010037-008,,PFOS,2018-02-05,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
28,3010037-008,0.0217,PFOA,2018-07-11,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
29,3010037-008,,PFOS,2018-07-11,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
30,3010037-008,0.0279,PFOA,2018-04-25,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
31,3010037-008,,PFOS,2018-04-25,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-008,WELL 12,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
0,3010038-039,,PFDOA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
1,3010038-039,,PFHXSA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
2,3010038-039,,PFTEDA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
3,3010038-039,0.0101,PFOA,2019-04-23,UG/L,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
4,3010038-039,,PFHA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
5,3010038-039,,PFHPA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
6,3010038-039,,PFNA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
7,3010038-039,,PFUNDCA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
8,3010038-039,,PFBSA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
9,3010038-039,,PFNDCA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
10,3010038-039,,PFTRIDA,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
11,3010038-039,,PFOS,2019-04-23,,,UNK,33.786490600001,-117.83910400000099,MUNICIPAL,,,,DHS,3010038-039,WELL 38,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
0,3010001-049,,PFHA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
1,3010001-049,,PFHPA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
2,3010001-049,,PFNDCA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
3,3010001-049,,PFNA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
4,3010001-049,,PFDOA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
5,3010001-049,0.0048,PFOA,2019-04-09,UG/L,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
6,3010001-049,,PFTRIDA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
7,3010001-049,,PFBSA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
8,3010001-049,,PFHXSA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
9,3010001-049,,PFUNDCA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
10,3010001-049,,PFOS,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
11,3010001-049,,PFTEDA,2019-04-09,,,UNK,33.844437200001,-117.95795200000099,MUNICIPAL,,,,DHS,3010001-049,WELL 047 073,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,79.0,61.0
0,3000734-004,,PFHA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
1,3000734-004,,PFHXSA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
2,3000734-004,,PFDOA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
3,3000734-004,,PFTEDA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
4,3000734-004,,PFUNDCA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
5,3000734-004,,PFOS,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
6,3000734-004,,PFNDCA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
7,3000734-004,,PFNA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
8,3000734-004,,PFBSA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
9,3000734-004,,PFHPA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
10,3000734-004,0.0,PFOA,2019-04-23,UG/L,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
11,3000734-004,,PFTRIDA,2019-04-23,,,UNK,33.844437200001,-117.997568000001,MUNICIPAL,,0.0,200.0,DHS,3000734-004,BACKSTAGE WELL,2019,USW00003166,33.87194,-117.97888999999999,29.3,0.0,,78.0,55.0
0,3010001-051,,PFHA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
1,3010001-051,,PFNA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
2,3010001-051,,PFTEDA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
3,3010001-051,,PFBSA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
4,3010001-051,,PFUNDCA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
5,3010001-051,,PFNDCA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
6,3010001-051,0.0247,PFOA,2019-04-10,UG/L,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
7,3010001-051,,PFHPA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
8,3010001-051,,PFDOA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
9,3010001-051,,PFTRIDA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
10,3010001-051,,PFHXSA,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
11,3010001-051,,PFOS,2019-04-10,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010001-051,WELL 046 072,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
0,3010001-058,,PFBSA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
1,3010001-058,,PFHA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
2,3010001-058,0.0,PFOA,2019-04-09,UG/L,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
3,3010001-058,,PFOS,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
4,3010001-058,,PFHPA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
5,3010001-058,,PFNA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
6,3010001-058,,PFHXSA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
7,3010001-058,,PFNDCA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
8,3010001-058,,PFUNDCA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
9,3010001-058,,PFDOA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
10,3010001-058,,PFTEDA,2019-04-09,,,UNK,33.815463900001,-117.997568000001,MUNICIPAL,,,,DHS,3010001-058,WELL 051 059,2019,US1CAOR0061,33.8295,-118.04700000000001,14.6,0.0,,,
